earnings,height,sex,race,education,is_hispanic,age,age_band
23.5,1.7272,female,white,university,0,27,18 to 34
12,1.651,female,white,secondary,0,22,18 to 34
15,1.7018,female,white,secondary,0,20,18 to 34
NA,1.5493999999999999,female,white,primary,0,67,over 50
3,1.8542,male,white,postgraduate,0,23,18 to 34
NA,1.6002,female,white,secondary,0,68,over 50
NA,1.6764000000000001,female,white,secondary,0,37,35 to 49
6,1.6256,female,white,secondary,0,67,over 50
14,1.8034000000000001,male,white,secondary,0,69,over 50
15,1.6002,female,white,university,0,31,18 to 34
175,1.8034000000000001,male,white,university,0,48,35 to 49
0,1.6002,female,white,secondary,0,51,over 50
NA,1.6256,female,white,university,0,70,over 50
1,1.8542,male,white,phd,0,25,18 to 34
10,1.651,female,white,university,0,63,over 50
45,1.6764000000000001,male,white,university,0,82,over 50
15,1.6764000000000001,female,white,secondary,0,81,over 50
NA,1.524,female,white,university,0,79,over 50
NA,1.7272,female,white,phd,0,52,over 50
20,1.4986000000000002,female,white,university,0,41,35 to 49
NA,1.778,male,white,secondary,0,42,35 to 49
35,1.778,male,white,university,0,30,18 to 34
40,1.8288,male,white,university,0,28,18 to 34
35,1.6256,female,white,secondary,0,72,over 50
NA,1.8288,male,white,secondary,0,33,18 to 34
50,1.6764000000000001,female,white,university,0,54,over 50
100,1.778,male,white,phd,0,57,over 50
NA,1.6002,female,white,secondary,0,30,18 to 34
35,1.7526,male,white,university,0,28,18 to 34
0,1.6764000000000001,female,white,secondary,0,51,over 50
24,1.7272,female,white,secondary,0,35,35 to 49
0,1.6256,female,white,secondary,0,30,18 to 34
NA,1.7018,female,white,university,0,35,35 to 49
NA,1.524,female,white,university,0,72,over 50
0,1.6002,female,white,secondary,0,60,over 50
35,1.8796000000000002,male,white,postgraduate,0,43,35 to 49
NA,1.5493999999999999,female,white,phd,0,67,over 50
38,1.8542,male,white,university,0,74,over 50
NA,1.778,male,white,university,0,29,18 to 34
NA,1.8542,male,white,university,0,46,35 to 49
NA,1.5748,female,white,secondary,0,19,18 to 34
NA,1.524,female,white,primary,0,76,over 50
30,1.7018,male,white,secondary,0,52,over 50
5,1.6256,female,white,secondary,1,39,35 to 49
148,1.7018,male,white,phd,0,38,35 to 49
30,1.778,male,white,secondary,0,32,18 to 34
6.5,1.6256,female,white,university,0,31,18 to 34
3,1.5748,female,white,university,0,37,35 to 49
NA,1.8288,male,white,university,0,75,over 50
0,1.6764000000000001,female,white,primary,0,53,over 50
23,1.7526,male,white,phd,0,69,over 50
NA,1.6256,female,white,university,0,56,over 50
NA,1.6002,female,white,university,0,79,over 50
NA,2.0828,male,white,phd,0,65,over 50
NA,1.6002,female,white,university,0,36,35 to 49
40,1.7272,male,white,postgraduate,0,41,35 to 49
30,1.8288,male,white,university,0,39,35 to 49
0,1.6002,female,white,university,0,29,18 to 34
14,1.6002,female,white,secondary,0,37,35 to 49
15,1.7526,female,white,secondary,0,34,18 to 34
26,1.6256,female,white,phd,0,36,35 to 49
8,1.8034000000000001,female,white,secondary,0,25,18 to 34
24,1.6256,female,black,university,0,27,18 to 34
0,1.8288,male,white,primary,0,20,18 to 34
0,1.5748,female,white,secondary,0,25,18 to 34
0,1.6764000000000001,female,white,secondary,0,38,35 to 49
NA,1.8288,male,white,secondary,0,40,35 to 49
5.124,1.6764000000000001,male,white,primary,0,67,over 50
10,1.5493999999999999,female,white,university,0,25,18 to 34
NA,1.6256,female,white,primary,0,38,35 to 49
NA,1.5748,female,black,university,0,20,18 to 34
0,1.7526,female,white,university,0,19,18 to 34
12,1.7272,female,white,university,0,32,18 to 34
NA,1.6764000000000001,female,white,secondary,0,23,18 to 34
0,1.6764000000000001,female,white,secondary,0,23,18 to 34
NA,1.778,male,white,university,0,38,35 to 49
50,1.7272,male,white,postgraduate,0,34,18 to 34
NA,1.8034000000000001,male,white,university,0,41,35 to 49
23,1.6256,female,white,university,0,26,18 to 34
0,1.5493999999999999,female,white,university,0,40,35 to 49
NA,1.7272,female,white,secondary,0,69,over 50
NA,1.6002,female,white,secondary,0,69,over 50
NA,1.651,female,white,secondary,0,38,35 to 49
NA,1.6256,female,white,university,0,19,18 to 34
40,1.6764000000000001,male,black,university,0,34,18 to 34
6,1.5748,female,black,university,0,26,18 to 34
NA,1.8034000000000001,male,white,phd,0,77,over 50
5,1.651,female,black,university,0,30,18 to 34
NA,1.6256,female,white,primary,0,52,over 50
NA,1.6764000000000001,female,white,secondary,0,71,over 50
NA,1.524,female,black,secondary,0,26,18 to 34
110,1.6764000000000001,male,white,phd,0,37,35 to 49
NA,1.5493999999999999,female,white,university,0,37,35 to 49
41,1.8288,male,white,university,1,32,18 to 34
NA,1.778,female,white,secondary,0,55,over 50
23,1.6002,female,white,university,0,78,over 50
NA,1.7272,female,white,university,0,78,over 50
0,1.6002,female,white,secondary,0,32,18 to 34
21,1.778,male,white,secondary,0,23,18 to 34
4,1.5748,female,white,secondary,0,29,18 to 34
25,1.8034000000000001,male,white,secondary,0,36,35 to 49
30,1.778,male,white,phd,0,46,35 to 49
14,1.6256,female,white,secondary,0,51,over 50
6,1.6002,female,white,secondary,0,35,35 to 49
14,1.651,female,white,secondary,0,46,35 to 49
43,1.8034000000000001,male,white,secondary,0,27,18 to 34
25,1.5748,female,white,university,0,33,18 to 34
40,1.8542,male,white,secondary,0,66,over 50
NA,1.6256,female,white,university,0,73,over 50
65,1.7272,male,white,postgraduate,0,40,35 to 49
16,1.9304,male,white,university,0,32,18 to 34
NA,1.778,female,white,university,0,22,18 to 34
NA,1.8542,male,white,university,0,65,over 50
NA,1.778,male,white,phd,0,54,over 50
8,1.6764000000000001,female,white,secondary,0,71,over 50
20,1.6256,female,white,university,0,39,35 to 49
14,1.524,female,white,university,0,72,over 50
45,1.7272,male,white,secondary,0,74,over 50
8,1.5493999999999999,female,white,secondary,0,72,over 50
NA,1.651,female,white,secondary,0,71,over 50
12,1.6764000000000001,male,white,secondary,0,28,18 to 34
8,1.6002,female,white,university,0,31,18 to 34
16,1.6002,female,white,university,0,32,18 to 34
NA,1.7018,female,white,secondary,0,43,35 to 49
6,1.8796000000000002,male,white,university,0,73,over 50
NA,1.6764000000000001,female,white,secondary,0,45,35 to 49
NA,1.5748,female,white,university,0,38,35 to 49
19,1.778,male,white,secondary,0,32,18 to 34
21,1.7272,female,white,university,0,39,35 to 49
43,1.778,female,white,phd,0,46,35 to 49
35,1.7526,male,white,university,0,21,18 to 34
8,1.778,male,white,secondary,0,75,over 50
21,1.6002,female,white,university,0,41,35 to 49
5.8,1.651,female,white,secondary,0,30,18 to 34
17,1.7526,male,white,secondary,0,46,35 to 49
NA,1.8288,male,white,secondary,0,61,over 50
NA,1.651,female,white,secondary,0,42,35 to 49
24,1.7272,male,white,university,0,49,35 to 49
5,1.5748,female,white,secondary,0,71,over 50
NA,1.778,male,white,secondary,0,48,35 to 49
11,1.6764000000000001,female,white,secondary,0,23,18 to 34
10,1.651,male,white,university,0,27,18 to 34
40,1.778,male,white,university,0,36,35 to 49
0,1.6764000000000001,female,black,secondary,0,37,35 to 49
NA,1.5493999999999999,female,white,university,0,86,over 50
40,1.778,male,white,secondary,0,47,35 to 49
24,1.6764000000000001,female,black,university,0,29,18 to 34
NA,1.651,female,white,secondary,0,80,over 50
NA,1.7272,male,black,phd,0,34,18 to 34
NA,1.7272,female,white,secondary,0,25,18 to 34
24,1.7272,male,white,university,0,26,18 to 34
20,1.7272,male,white,university,0,33,18 to 34
NA,1.6002,female,white,university,0,23,18 to 34
NA,1.778,male,white,phd,0,39,35 to 49
60,1.778,male,white,phd,0,50,over 50
11,1.651,female,white,university,0,47,35 to 49
5,1.6256,female,white,university,0,40,35 to 49
NA,1.6764000000000001,female,white,secondary,1,72,over 50
NA,1.6002,female,white,postgraduate,0,84,over 50
NA,1.7526,male,white,phd,0,39,35 to 49
27,1.651,female,white,university,0,30,18 to 34
89,1.9558000000000002,male,white,university,0,41,35 to 49
40,1.778,male,white,university,0,28,18 to 34
15,1.6256,female,white,university,0,26,18 to 34
1,1.6256,female,white,university,0,20,18 to 34
NA,1.7526,male,white,secondary,0,68,over 50
0,1.5748,female,white,secondary,0,28,18 to 34
22,1.6256,female,white,secondary,0,60,over 50
12,1.6256,female,white,primary,0,48,35 to 49
22,1.6002,female,white,university,0,28,18 to 34
40,1.4731999999999998,female,black,secondary,0,56,over 50
NA,1.8542,male,black,secondary,0,55,over 50
0,1.6764000000000001,female,white,secondary,0,58,over 50
NA,1.6256,female,white,university,0,40,35 to 49
40,1.5748,female,white,university,0,44,35 to 49
0,1.5493999999999999,female,white,university,0,42,35 to 49
35,1.6256,female,white,university,1,53,over 50
7,1.6256,female,white,secondary,0,28,18 to 34
NA,1.778,male,white,university,0,40,35 to 49
14,1.5748,female,white,secondary,0,37,35 to 49
NA,1.5748,female,white,secondary,0,20,18 to 34
15,1.6256,female,white,secondary,0,56,over 50
NA,1.6256,female,white,university,0,52,over 50
0,1.6764000000000001,female,black,university,0,31,18 to 34
6,1.6764000000000001,female,white,university,0,34,18 to 34
11,1.7526,female,black,secondary,0,41,35 to 49
NA,1.6256,female,white,secondary,0,76,over 50
10,1.6256,female,white,university,0,31,18 to 34
0,1.5748,female,white,secondary,0,59,over 50
NA,1.5748,female,white,secondary,0,32,18 to 34
20,1.8034000000000001,male,white,university,0,41,35 to 49
NA,1.4986000000000002,female,white,secondary,0,56,over 50
7,1.5748,female,white,secondary,0,73,over 50
38,1.7272,male,white,secondary,0,46,35 to 49
29,1.7272,male,white,secondary,0,58,over 50
20,1.5748,female,white,secondary,0,44,35 to 49
8,1.6002,female,white,secondary,0,57,over 50
36,1.7526,male,white,university,0,51,over 50
1.5,1.7018,female,white,secondary,0,44,35 to 49
42,1.6256,female,white,phd,0,29,18 to 34
NA,1.7272,female,white,postgraduate,0,44,35 to 49
25,1.778,male,white,secondary,0,22,18 to 34
NA,1.5748,female,white,university,0,41,35 to 49
13,1.7526,male,white,secondary,0,20,18 to 34
NA,1.6764000000000001,female,white,secondary,0,64,over 50
NA,1.6764000000000001,female,white,secondary,0,71,over 50
NA,1.6256,female,white,secondary,0,52,over 50
NA,1.8288,male,native,university,0,49,35 to 49
30,1.7526,male,black,secondary,0,51,over 50
7,1.7526,male,white,secondary,0,23,18 to 34
NA,1.5748,female,black,secondary,0,82,over 50
31,1.524,female,black,secondary,0,48,35 to 49
15,1.6764000000000001,female,black,secondary,0,42,35 to 49
0,1.524,female,white,phd,0,41,35 to 49
50,1.7018,male,white,university,0,49,35 to 49
5,1.6764000000000001,male,white,university,0,20,18 to 34
NA,1.651,female,other,university,0,56,over 50
14,1.6256,female,black,primary,0,51,over 50
NA,1.6764000000000001,female,black,secondary,0,75,over 50
40,1.524,female,asian,phd,0,35,35 to 49
24,1.7272,male,white,phd,0,36,35 to 49
NA,1.6764000000000001,female,black,secondary,0,59,over 50
22,1.8542,male,black,secondary,0,24,18 to 34
20,1.8288,male,white,primary,0,36,35 to 49
20.112,1.6256,female,white,secondary,0,38,35 to 49
12,1.7018,male,white,university,0,67,over 50
NA,1.8034000000000001,male,black,primary,0,37,35 to 49
NA,1.778,male,white,phd,0,69,over 50
NA,1.6764000000000001,female,white,primary,0,44,35 to 49
41,1.7018,female,white,university,0,40,35 to 49
13,1.8034000000000001,male,black,secondary,0,50,over 50
0,1.6002,female,white,secondary,0,25,18 to 34
60,1.8542,male,white,university,0,31,18 to 34
24,1.778,male,white,university,0,25,18 to 34
38,1.778,male,white,university,0,36,35 to 49
3,1.8034000000000001,female,white,university,0,27,18 to 34
13,1.6764000000000001,female,white,secondary,0,30,18 to 34
5,1.905,male,white,secondary,0,21,18 to 34
20,1.524,female,white,university,0,37,35 to 49
22,1.8288,male,white,secondary,0,28,18 to 34
NA,1.778,female,white,university,0,40,35 to 49
0,1.6002,female,black,university,0,23,18 to 34
28,1.905,male,black,secondary,0,55,over 50
22,1.524,female,white,secondary,0,41,35 to 49
30,1.8542,male,black,secondary,0,44,35 to 49
NA,1.651,male,black,primary,0,70,over 50
30,1.651,female,black,secondary,0,32,18 to 34
NA,1.6002,female,white,postgraduate,0,63,over 50
NA,1.7272,female,black,secondary,0,49,35 to 49
30,1.7018,male,white,university,0,31,18 to 34
32,1.5493999999999999,female,white,secondary,0,69,over 50
26,1.7526,female,white,postgraduate,0,43,35 to 49
22,1.6256,female,white,university,0,34,18 to 34
NA,1.5748,female,white,university,0,72,over 50
25,1.778,male,white,secondary,0,33,18 to 34
11,1.7272,female,white,secondary,0,24,18 to 34
NA,1.7018,male,white,secondary,0,33,18 to 34
13,1.5748,female,white,secondary,0,53,over 50
10,1.6256,female,white,university,0,42,35 to 49
0,1.7272,female,white,secondary,0,24,18 to 34
NA,1.8288,male,white,university,0,32,18 to 34
12,1.7272,female,white,secondary,0,45,35 to 49
NA,1.6256,female,white,postgraduate,0,38,35 to 49
0,1.6764000000000001,male,white,university,0,57,over 50
7,1.6256,female,white,secondary,0,64,over 50
57,1.8542,male,white,university,0,37,35 to 49
36,1.8542,male,white,university,0,37,35 to 49
29,1.7526,male,white,university,1,29,18 to 34
8,1.7272,female,white,university,0,19,18 to 34
0,1.6002,female,white,secondary,0,64,over 50
NA,1.524,female,white,postgraduate,0,39,35 to 49
20,1.6764000000000001,female,white,university,0,41,35 to 49
0,1.6764000000000001,female,white,secondary,0,36,35 to 49
33,1.6764000000000001,male,white,secondary,0,57,over 50
15,1.7272,female,white,secondary,1,68,over 50
16,1.778,male,white,secondary,0,33,18 to 34
5,1.5748,female,white,secondary,0,78,over 50
8,1.6764000000000001,female,white,university,0,43,35 to 49
32,1.6002,female,black,university,0,34,18 to 34
14.5,1.905,male,white,secondary,0,24,18 to 34
13,1.7018,female,white,secondary,0,29,18 to 34
NA,1.7272,male,white,university,0,27,18 to 34
NA,1.524,female,black,secondary,0,34,18 to 34
0,1.5748,female,white,secondary,0,20,18 to 34
NA,1.778,female,white,secondary,0,57,over 50
7,1.6002,female,white,secondary,0,25,18 to 34
50,1.651,female,black,phd,0,65,over 50
12,1.7526,female,black,secondary,0,35,35 to 49
19,1.8034000000000001,male,white,university,0,61,over 50
NA,1.7018,female,white,secondary,0,60,over 50
9,1.5748,female,white,secondary,0,55,over 50
NA,1.6256,female,white,secondary,0,38,35 to 49
20,1.651,female,black,secondary,0,35,35 to 49
55,1.8288,male,white,phd,1,35,35 to 49
NA,1.7272,female,white,university,0,60,over 50
NA,1.5748,female,black,secondary,0,71,over 50
NA,1.905,male,white,phd,0,31,18 to 34
10,1.651,female,white,secondary,0,40,35 to 49
NA,1.5748,female,white,university,0,60,over 50
NA,1.651,female,white,secondary,0,67,over 50
13,1.6002,female,white,secondary,0,19,18 to 34
NA,1.6764000000000001,female,white,phd,0,30,18 to 34
20,1.6256,female,white,university,0,31,18 to 34
NA,1.7272,female,white,university,0,29,18 to 34
30,1.8288,male,white,secondary,0,26,18 to 34
12,1.6256,female,white,secondary,0,34,18 to 34
26,1.778,female,white,university,0,33,18 to 34
12.5,1.651,female,white,secondary,0,27,18 to 34
8,1.6256,female,white,secondary,0,29,18 to 34
15,1.6256,female,white,university,1,32,18 to 34
65,1.7018,male,white,university,0,25,18 to 34
25,1.8542,male,white,secondary,0,21,18 to 34
8,1.8542,male,white,university,1,21,18 to 34
15,1.651,male,asian,university,0,21,18 to 34
12,1.6256,female,white,university,0,40,35 to 49
NA,1.8288,male,white,secondary,0,42,35 to 49
35,1.7018,female,black,university,0,37,35 to 49
40,1.7018,male,white,university,0,31,18 to 34
NA,1.6764000000000001,female,white,university,1,24,18 to 34
29,1.8796000000000002,male,white,secondary,0,22,18 to 34
NA,1.5748,female,white,secondary,0,66,over 50
NA,1.524,female,white,secondary,0,74,over 50
NA,1.6256,female,white,secondary,0,33,18 to 34
15,1.6002,female,white,university,0,31,18 to 34
20,1.8796000000000002,male,white,secondary,0,36,35 to 49
3,1.8796000000000002,male,black,primary,0,62,over 50
1,1.6002,female,black,university,0,19,18 to 34
8,1.5748,female,black,secondary,0,23,18 to 34
25,1.7018,female,white,university,0,27,18 to 34
NA,1.905,male,white,university,0,22,18 to 34
20,1.7526,male,white,secondary,0,57,over 50
NA,1.651,female,white,secondary,0,26,18 to 34
30,1.8542,male,white,secondary,0,34,18 to 34
12,1.6002,female,white,secondary,0,35,35 to 49
NA,1.4986000000000002,female,white,secondary,0,80,over 50
0,1.524,female,white,secondary,0,34,18 to 34
NA,1.651,female,white,university,0,38,35 to 49
NA,1.6256,male,black,university,0,34,18 to 34
NA,1.6256,female,black,secondary,0,59,over 50
NA,1.6764000000000001,female,white,university,0,52,over 50
NA,1.6256,female,white,phd,0,78,over 50
10,1.7018,female,white,university,0,32,18 to 34
16,1.7526,male,white,secondary,0,19,18 to 34
45,1.8034000000000001,male,white,secondary,0,29,18 to 34
40,1.8288,male,white,university,0,54,over 50
NA,1.8288,male,white,secondary,0,26,18 to 34
0,1.6002,female,white,secondary,0,62,over 50
NA,1.6764000000000001,female,white,university,0,33,18 to 34
25,1.778,male,white,university,0,81,over 50
19,1.6256,female,white,university,0,52,over 50
17.6,1.6256,female,white,university,0,30,18 to 34
7,1.7272,male,white,secondary,0,67,over 50
30,1.8796000000000002,male,white,secondary,0,32,18 to 34
18,1.5748,female,white,secondary,0,47,35 to 49
NA,1.6002,female,white,primary,1,41,35 to 49
25,1.651,female,white,university,0,47,35 to 49
0,1.6764000000000001,female,white,university,0,55,over 50
6,1.524,female,white,primary,0,62,over 50
70,1.7526,male,white,phd,0,42,35 to 49
15,1.5493999999999999,female,asian,university,0,34,18 to 34
NA,1.7272,male,white,secondary,0,61,over 50
25,1.651,female,white,postgraduate,0,33,18 to 34
35,1.6764000000000001,female,white,university,0,28,18 to 34
18,1.778,male,white,university,0,24,18 to 34
28,1.8288,male,black,university,0,30,18 to 34
NA,1.6764000000000001,female,white,secondary,0,49,35 to 49
NA,1.7018,male,white,secondary,1,23,18 to 34
15,1.6256,female,white,secondary,1,21,18 to 34
22,1.8034000000000001,male,white,university,1,28,18 to 34
0,1.6002,female,white,secondary,0,29,18 to 34
35,1.8542,male,white,secondary,0,30,18 to 34
18,1.6256,female,black,university,0,46,35 to 49
35,1.7272,male,white,university,0,37,35 to 49
16.4,1.6256,female,black,secondary,0,21,18 to 34
22,1.6764000000000001,male,black,university,0,37,35 to 49
30,1.7018,female,white,university,0,58,over 50
17,1.6256,female,white,secondary,1,27,18 to 34
25,1.6256,female,black,university,0,36,35 to 49
10,1.5748,female,white,secondary,0,51,over 50
40,1.7526,male,white,secondary,0,37,35 to 49
12.5,1.6002,female,white,secondary,0,63,over 50
NA,1.5748,female,white,secondary,0,74,over 50
NA,1.6002,female,white,secondary,0,77,over 50
NA,1.6002,female,white,secondary,0,30,18 to 34
35,1.8288,male,white,university,0,45,35 to 49
0,1.5493999999999999,female,other,university,1,23,18 to 34
105,1.905,male,white,secondary,0,49,35 to 49
NA,1.8034000000000001,male,white,secondary,0,27,18 to 34
100,1.778,male,white,phd,0,40,35 to 49
NA,1.524,female,white,secondary,0,61,over 50
21,1.7526,male,white,secondary,0,51,over 50
10,1.6256,female,white,university,0,56,over 50
33,1.8288,male,white,secondary,0,26,18 to 34
26,1.7526,male,white,phd,0,25,18 to 34
60,1.6002,female,white,secondary,0,78,over 50
NA,1.6764000000000001,female,white,university,0,51,over 50
NA,1.6256,female,white,university,0,84,over 50
18,1.8034000000000001,male,white,university,0,45,35 to 49
NA,1.6256,female,white,secondary,0,71,over 50
15,1.4986000000000002,female,white,primary,0,61,over 50
5,1.7272,male,white,university,0,20,18 to 34
NA,1.905,male,white,university,0,56,over 50
60,1.9558000000000002,male,white,postgraduate,0,42,35 to 49
12,1.7272,female,white,university,0,69,over 50
28,1.778,male,black,phd,0,38,35 to 49
42,1.7526,male,white,phd,0,43,35 to 49
2,1.6002,female,white,secondary,0,33,18 to 34
NA,1.651,female,white,university,0,54,over 50
20,1.8542,male,black,phd,0,33,18 to 34
28,1.6764000000000001,male,asian,university,0,40,35 to 49
10,1.8288,male,black,postgraduate,0,62,over 50
0,1.6764000000000001,male,white,university,0,65,over 50
31,1.8288,male,black,secondary,0,31,18 to 34
17,1.7526,female,black,university,0,37,35 to 49
16,1.7018,female,white,secondary,0,39,35 to 49
35,1.6764000000000001,female,white,university,0,38,35 to 49
3,1.7018,female,white,secondary,0,26,18 to 34
NA,1.7272,female,white,secondary,0,78,over 50
NA,1.8288,male,white,secondary,0,51,over 50
NA,1.778,male,white,secondary,0,28,18 to 34
16,1.7272,female,white,phd,0,39,35 to 49
35,1.651,female,black,university,0,42,35 to 49
27,1.5748,female,black,postgraduate,0,33,18 to 34
25,1.7526,male,white,postgraduate,0,29,18 to 34
0,1.5748,female,white,university,0,78,over 50
40,1.778,male,white,university,0,41,35 to 49
45,1.6764000000000001,female,white,university,0,43,35 to 49
14,1.6764000000000001,male,white,secondary,0,23,18 to 34
25,1.6764000000000001,female,white,university,0,37,35 to 49
NA,1.5748,female,black,secondary,0,70,over 50
40,1.8288,male,white,secondary,0,42,35 to 49
NA,1.8796000000000002,male,white,secondary,0,40,35 to 49
NA,1.7526,male,white,secondary,0,55,over 50
34,1.7526,male,white,secondary,0,35,35 to 49
40,1.6764000000000001,male,white,secondary,0,34,18 to 34
NA,1.8034000000000001,male,white,university,0,83,over 50
35,1.7526,male,white,university,0,28,18 to 34
12,1.524,female,white,secondary,1,51,over 50
30,1.651,female,white,postgraduate,0,43,35 to 49
23,1.5748,female,white,secondary,0,40,35 to 49
2,1.7018,female,white,secondary,0,30,18 to 34
20,1.7018,male,white,university,0,25,18 to 34
10,1.7272,female,black,secondary,0,62,over 50
0,1.651,female,black,primary,0,67,over 50
NA,1.6002,female,white,university,0,33,18 to 34
NA,1.651,female,other,secondary,0,59,over 50
NA,1.6256,female,native,secondary,0,19,18 to 34
NA,1.6764000000000001,female,black,secondary,0,64,over 50
60,1.6764000000000001,female,black,university,0,43,35 to 49
12,1.8796000000000002,male,black,university,0,41,35 to 49
25,1.651,female,white,phd,0,61,over 50
22,1.6002,female,black,university,0,73,over 50
0,1.5748,female,white,secondary,0,38,35 to 49
8,1.7272,male,white,postgraduate,0,25,18 to 34
NA,1.7272,female,white,postgraduate,0,22,18 to 34
2,1.6764000000000001,female,white,university,0,21,18 to 34
NA,1.6256,female,white,university,0,30,18 to 34
NA,1.5493999999999999,female,white,university,0,20,18 to 34
18.6,1.651,female,white,university,0,26,18 to 34
20,1.5748,female,white,university,0,20,18 to 34
100,1.8542,male,white,phd,0,37,35 to 49
50,1.5748,female,white,university,0,40,35 to 49
27,1.778,male,white,secondary,0,42,35 to 49
1,1.4731999999999998,female,black,secondary,0,58,over 50
18,1.7272,male,white,secondary,0,20,18 to 34
17,1.7018,female,white,university,0,23,18 to 34
10,1.6256,female,white,secondary,0,74,over 50
NA,1.8034000000000001,male,black,university,0,66,over 50
NA,1.7272,female,white,university,0,37,35 to 49
14,1.778,male,white,university,0,35,35 to 49
7.2,1.8288,male,white,university,0,66,over 50
NA,1.7018,male,white,secondary,0,51,over 50
0,1.6002,female,other,primary,0,52,over 50
33,1.6002,female,white,postgraduate,0,39,35 to 49
23,1.6764000000000001,male,white,secondary,0,34,18 to 34
10,1.651,female,white,secondary,0,41,35 to 49
22,1.5493999999999999,male,white,secondary,0,24,18 to 34
13,1.5493999999999999,female,white,secondary,1,19,18 to 34
33,1.7018,female,white,secondary,0,31,18 to 34
36,1.8542,male,white,secondary,0,36,35 to 49
NA,1.6764000000000001,female,black,secondary,0,64,over 50
10,1.8034000000000001,female,black,university,0,32,18 to 34
6,1.6256,female,white,secondary,0,60,over 50
NA,1.778,male,white,secondary,0,63,over 50
12,1.7018,female,white,secondary,0,43,35 to 49
10,1.5748,female,white,secondary,0,47,35 to 49
21,1.7018,female,white,secondary,0,45,35 to 49
26,1.7526,male,white,secondary,0,32,18 to 34
22,1.6764000000000001,female,black,secondary,0,50,over 50
23,1.6764000000000001,female,black,university,0,54,over 50
20,1.6764000000000001,male,white,university,0,24,18 to 34
NA,1.6256,female,white,university,0,41,35 to 49
10,1.6764000000000001,female,white,university,0,38,35 to 49
15,1.6256,female,white,secondary,0,71,over 50
7,1.8288,male,black,university,0,24,18 to 34
15,1.6256,female,white,secondary,0,38,35 to 49
0,1.6256,female,white,secondary,0,60,over 50
26,1.651,female,white,university,0,34,18 to 34
NA,1.7272,male,white,secondary,0,45,35 to 49
10,1.8288,male,white,secondary,0,31,18 to 34
NA,1.651,female,white,phd,0,42,35 to 49
0,1.6002,female,white,primary,0,57,over 50
3,1.8034000000000001,male,white,university,0,20,18 to 34
27,1.6256,female,white,postgraduate,1,41,35 to 49
NA,1.778,male,black,university,0,52,over 50
NA,1.6764000000000001,female,white,phd,0,39,35 to 49
28,1.6256,female,white,postgraduate,0,25,18 to 34
NA,1.7526,female,white,secondary,0,22,18 to 34
15,1.7018,female,white,secondary,0,27,18 to 34
55,1.905,male,white,phd,0,30,18 to 34
20,1.6764000000000001,female,white,postgraduate,1,26,18 to 34
8.5,1.7018,female,white,secondary,0,44,35 to 49
0,1.7272,female,white,secondary,0,58,over 50
NA,1.7018,female,white,university,0,31,18 to 34
NA,1.905,male,black,primary,0,41,35 to 49
30,1.8034000000000001,male,white,university,0,30,18 to 34
0,1.5748,female,white,secondary,0,66,over 50
NA,1.7272,female,white,university,0,54,over 50
20,1.7272,female,white,secondary,0,31,18 to 34
NA,1.778,female,white,university,0,57,over 50
22,1.778,male,white,primary,0,75,over 50
25,1.7018,male,white,university,0,26,18 to 34
0,1.6256,female,white,university,0,62,over 50
NA,1.651,female,white,university,0,63,over 50
NA,1.6256,female,black,secondary,0,33,18 to 34
NA,1.651,female,white,secondary,0,64,over 50
3,1.8034000000000001,male,white,primary,0,22,18 to 34
16,1.6002,female,white,secondary,0,49,35 to 49
NA,1.778,male,white,secondary,0,31,18 to 34
NA,1.778,male,white,university,0,27,18 to 34
0,1.6256,female,white,secondary,0,57,over 50
10,1.5493999999999999,female,black,secondary,0,39,35 to 49
NA,1.7272,female,white,university,0,46,35 to 49
15,1.651,female,black,secondary,0,28,18 to 34
28,1.7018,male,white,secondary,0,46,35 to 49
NA,1.7018,female,white,secondary,0,45,35 to 49
NA,1.7272,female,white,secondary,0,69,over 50
NA,1.4986000000000002,female,white,primary,0,76,over 50
NA,1.7272,male,white,secondary,0,47,35 to 49
NA,1.6002,female,white,secondary,0,53,over 50
31.5,1.651,male,white,university,0,35,35 to 49
95,1.6764000000000001,male,white,phd,0,52,over 50
NA,1.7272,male,white,postgraduate,0,61,over 50
NA,1.7526,female,white,secondary,0,53,over 50
38,1.7018,male,white,secondary,0,40,35 to 49
NA,1.8288,male,white,primary,0,70,over 50
NA,1.6002,female,white,university,0,73,over 50
30,1.8796000000000002,male,white,secondary,0,41,35 to 49
35.9,1.8796000000000002,male,white,university,0,42,35 to 49
12,1.6764000000000001,female,white,university,0,22,18 to 34
NA,1.7272,female,white,secondary,0,46,35 to 49
NA,1.8288,male,white,university,0,35,35 to 49
10,1.7526,female,white,university,0,25,18 to 34
45,1.6764000000000001,female,white,phd,0,44,35 to 49
NA,1.5748,female,white,secondary,0,19,18 to 34
NA,1.7272,male,white,secondary,0,25,18 to 34
40,1.8796000000000002,male,white,university,0,56,over 50
NA,1.5748,female,white,university,0,42,35 to 49
21.5,1.8288,male,white,secondary,0,27,18 to 34
14,1.6764000000000001,male,white,secondary,0,62,over 50
38,1.7018,male,native,postgraduate,0,54,over 50
14,1.6764000000000001,male,white,secondary,0,73,over 50
15,1.651,female,white,secondary,0,31,18 to 34
NA,1.6256,female,white,university,0,23,18 to 34
0,1.5748,female,white,secondary,1,63,over 50
NA,1.6256,female,white,secondary,0,70,over 50
24,1.7272,female,white,university,0,42,35 to 49
